ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2021_APDCL_23587_1,tender,tender,1,29-09-2022,2021_APDCL_23587_1,APDCL/CGM(PPD)/SOPD 21-22/33kV Nilbagan feeder/14,Construction of new 13 KM 33kv line from Sankardev Nagar GSS to Nilbagan DSS construction of terminal equipments at Nilbagan DSS and 33kV NH crossing under Kathiatoli ESD,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"3,93,19,167",12-06-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,3,assessment,Price Bid Opening Date,NA,31-12-2021 14:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2022_GMC_24485_43,tender,tender,1,29-09-2022,2022_GMC_24485_43,GER/CE/2008/2021/Part-B/05,"Construction of road and drain at at Nizarapur path,jalukbari, W/N-1",Works,Open Tender,Percentage,Civil Works,NA,No,No,"15,50,000",25-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_ID_21085_1,tender,tender,1,29-09-2022,2021_ID_21085_1,GWDI_W_223_e_tender_2019_410 Date_09.02_21,Extension renovation and modernization of Kopili FIS under SOPD for the year 2020-21,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"42,63,336",02-10-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,2,assessment,Price Bid Opening Date,NA,16-02-2021 15:00,NA,Irrigation Department,2021-2022
ocds-kjhdrl-2021_PWBNH_21679_1,tender,tender,1,29-09-2022,2021_PWBNH_21679_1,"GMC.22/2021/2 Dated, Guwahati the 10th May 2021","25 bed ICU Unit (Non-COVID) at GMCH old building for Neurosurgery and CTVS purposes (Conversion and Upgradation of 2nd floor surgery and 3rd floor Cardiothorasic Recovary room to ICU at GMCH,Dispur, Guwahati-32",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,54,38,000",05-11-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,18-05-2021 13:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_APHC_24789_1,tender,tender,1,29-09-2022,2022_APHC_24789_1,APHC/CS/80/2021-22_ Birsima,"Raising of New Assam Police Battalion at Birsima (Kachurtal) in Hailakandi Dist, Assam on Engineering, Procurement and Construction (EPC) Mode",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,16,80,67,447",21-03-2022 16:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,25-04-2022 12:00,NA,Assam Police Housing Corporation Ltd,2021-2022
ocds-kjhdrl-2021_ICD_22387_1,tender,tender,1,29-09-2022,2021_ICD_22387_1,SYS/CCTV/67/15/II/205,CCTV SURVEILLANCE SYSTEM,Works,Open Tender,Works,Network /Communication Equipments,NA,No,No,,08-06-2021 16:20,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,23-08-2021 14:30,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2021_PWBNH_23222_1,tender,tender,1,29-09-2022,2021_PWBNH_23222_1,SMC/30/2020/ Assam House Kolkata,"Reconstruction of Assam House at 8-Russel Street, Kolkata",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"91,32,00,545",25-10-2021 16:45,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,25-11-2021 15:30,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_PWBNH_21917_1,tender,tender,1,29-09-2022,2021_PWBNH_21917_1,BN/36/2021/2 Dated Guwahati the 3/6/2021,Proposed Construction of Inspection Bunglow(IB) at Ghograpar in Nalbari District,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"3,88,42,113",18-06-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,06-07-2021 14:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_GHC_23095_1,tender,tender,1,29-09-2022,2021_GHC_23095_1,HC.XLV-361/2021/546/PMP,"Supply, installation and maintenance of Scanners",Goods,Open Tender,Supply,Computer- H/W,NA,No,No,0,30-09-2021 18:50,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,60,No,Not Applicable,NA,AOC,1,assessment,Price Bid Opening Date,NA,01-11-2021 11:00,NA,Gauhati High Court - Guwahati,2021-2022
ocds-kjhdrl-2022_CD_24915_1,tender,tender,1,29-09-2022,2022_CD_24915_1,WAMUL/APART/Furniture/ AWP21-22 /01,Furniture,Goods,Open Tender,Supply,Furniture/ Fixture,NA,No,No,,31-03-2022 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,AOC,2,assessment,Price Bid Opening Date,NA,30-04-2022 12:30,NA,Cooperation Department,2021-2022
ocds-kjhdrl-2022_GMC_24485_94,tender,tender,1,29-09-2022,2022_GMC_24485_94,GER/CE/2008/2021/Part-B/05,"Construction of road and drain AEI and Milanpur connecting road bye lane 02, Krishna nagar",Works,Open Tender,Percentage,Civil Works,NA,No,No,"10,00,000",25-02-2022 18:55,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_NHM_22020_1,tender,tender,1,29-09-2022,2021_NHM_22020_1,NHM 32044 2 2021 Const-NHM-Part2,Establishment of 400 Bedded Temporary COVID19 Hospital at Assam Down Town University in Guwahati Cost of Electrical CCTV and PA System Works Group B,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"49,57,794",26-06-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Retender,NA,assessment,Price Bid Opening Date,NA,01-07-2021 15:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2022_PWBNH_24756_1,tender,tender,1,29-09-2022,2022_PWBNH_24756_1,SE/BII_Judicial_POCSO Court,SE/BII_Judicial_POCSO Court_Amingaon,Works,Open Tender,Item Wise,Civil Works - Building,NA,No,No,"65,08,278",19-03-2022 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,30-03-2022 11:30,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_PHED_24494_7,tender,tender,1,29-09-2022,2022_PHED_24494_7,PHE_19_JJM_PB_21_22_T_29006_12,Pkg 07 Rate Fixation for items of Mini PWSS under Jorhat Circle under JJM Assam,Works,Open Tender,Item Rate,Civil Works - Water Works,NA,No,No,0,25-02-2022 18:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Not Applicable,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,19-03-2022 15:00,NA,Public Health Engineering Department,2021-2022
ocds-kjhdrl-2022_HB_25309_5,tender,tender,1,29-09-2022,2022_HB_25309_5,DJN/25/2022/620,"Supply of non Dietary articles for the District Jails, Nalbari, Assam during the Financial Year 2022-23, Group E.",Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,05-02-2022 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,17-05-2022 11:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_PWD_21139_1,tender,tender,1,29-09-2022,2021_PWD_21139_1,SE/NRC/TB/NIT/44/2019-20/152,Road Safety Measures for the roads connecting to NH-27 under Raha Territorial Road Sub Division,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"62,44,000",02-11-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,18-02-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_HB_22703_1,tender,tender,1,29-09-2022,2021_HB_22703_1,Tender No. CJJ.11/2021/2533 dtd.25.08.2021,Supply of Non Dietary articles under Group-f for Central Jail Jorhat for the financial year 2021-22,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,28-08-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,07-09-2021 13:00,NA,Home B,2021-2022
ocds-kjhdrl-2022_GMC_24485_80,tender,tender,1,29-09-2022,2022_GMC_24485_80,GER/CE/2008/2021/Part-B/05,Repairing of east mora bharalu road at bhaskar nagar,Works,Open Tender,Percentage,Civil Works,NA,No,No,"17,00,000",25-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_PWD_20879_15,tender,tender,1,29-09-2022,2021_PWD_20879_15,DRC-XIII/16//98/NIT/DIB/Pt-I/3,"Improvement of Tea Garden Roads at Kharjan TE 14 No Line in Dibrugarh Rural Road Division for 2020-21, under SOPD (ODS)",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,,02-04-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,11-02-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_BoTC_23163_1,tender,tender,1,29-09-2022,2021_BoTC_23163_1,DA/BTC/K/e-Tender/2021-22/06,Supply of Certified Potato Tubers Seed,Goods,Open Tender,Supply,Crop Products,NA,No,No,"4,30,44,000",16-10-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,22-10-2021 16:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_BoTC_21681_1,tender,tender,1,29-09-2022,2021_BoTC_21681_1,BTC/Forest/Kachugaon/01/2021 - 01,Construction of Brick Boundary Wall with Iron Gate,Works,Open Tender,Works,Civil Works,NA,No,No,"61,37,000",05-12-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,26-05-2021 16:00,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_NHM_22399_1,tender,tender,1,29-09-2022,2021_NHM_22399_1,NHM 32017 17 2021 Construction NHM13,Construction of New PHC at Borka SC in Kamrup R District under NHM Assam,Works,Open Tender,Turn-key,Civil Works - Building,NA,No,No,"1,38,82,988",08-09-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,27-08-2021 15:30,NA,National Health Mission,2021-2022
ocds-kjhdrl-2022_PWD_24844_1,tender,tender,1,29-09-2022,2022_PWD_24844_1,DMJ/TRD/TSP-1/2021-22/3022,"Construction of Boxcell culvert (3-4.00 m x4.00m)over Aradhal at Karichuk near Yubasangha Community Hall,District-Dhemaji",Works,Open Tender,Works,Civil Works – Roads,NA,No,No,"47,99,525",24-03-2022 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,02-04-2022 10:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_21961_2,tender,tender,1,29-09-2022,2021_PWD_21961_2,TRC/TB/SOPD(G)/10/RAN/2020-21,"Construction of RCC Bridge No. 1/3 at Santosh Nagar, Ward No. 2, under SOPD-G for the year 2020-21, under Rangapara LAC.",Works,Open Tender,Item Rate,Civil Works - Bridges,NA,No,No,,21-06-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,01-07-2021 11:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_PHED_24342_1,tender,tender,1,29-09-2022,2022_PHED_24342_1,PHE_15_MM_2019_20_T_27451_56,Empanelment for supply of Hydrated Lime at different PHE stores of Assam,Goods,Open Tender,Empanelment,Supply of Materials,NA,No,No,0,15-02-2022 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,AOC,9,assessment,Price Bid Opening Date,NA,09-03-2022 15:00,NA,Public Health Engineering Department,2021-2022
ocds-kjhdrl-2021_TDA_23718_1,tender,tender,1,29-09-2022,2021_TDA_23718_1,CT.RS/153/2021/9736,SELECTION OF SERVICE PROVIDER FOR SOCIAL MEDIA COMMUNICATION AND GRIEVANCE REDRESSAL CELL MANAGEMENT UNDER LEAD AGENCY ON ROAD SAFETY ASSAM,Services,Open Tender,Item Rate,Miscellaneous Services,NA,No,No,,15-12-2021 18:20,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-01-2022 14:00,NA,Transport Department,2021-2022
ocds-kjhdrl-2022_DAASC_24871_1,tender,tender,1,29-09-2022,2022_DAASC_24871_1,A/E/4874/KC-XXVI/BID/21-22/313,"Construction of Knowledge Centre with Training Hall at Kashikotra Seed Farm, Chirang District",Works,Open Tender,Works,Civil Works,NA,No,No,"1,03,16,485",29-03-2022 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,12-04-2022 10:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2022_DoWR_24830_2,tender,tender,1,29-09-2022,2022_DoWR_24830_2,BADARPUR/2021-22/SDRF/1,Immediate Measures for restoration of flood damages of dyke along L/B of river Kushiyara from Haritikar BOP Camp to Kachua confluence under SDRF for the year 2021-22 (Restoration of Krishnapur area),Works,Open Tender,Works,Civil Works,NA,No,No,"2,09,35,535",05-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,13-05-2022 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_NHM_21891_1,tender,tender,1,29-09-2022,2021_NHM_21891_1,18014/2/2020-Procurement/8200,ENTERING INTO RATE CONTRACT (TWO YEARS) FOR SUPPLY OF SPECTACLES,Goods,Open Tender,Buy,Miscellaneous Goods,NA,No,No,,17-06-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,07-07-2021 16:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2021_NHM_23775_1,tender,tender,1,29-09-2022,2021_NHM_23775_1,NHM-32050/46/2021-ConstNHM/29,"Repairing/Renovation of 200 Nos. of Sub-Cente to upgrade them as Health and Wellness Cente at various places of Assam from RoP 2021-22, Group 29 (5 nos. SC in Kokrajhar District)",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"33,17,333",20-12-2021 15:45,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,225,No,Online,NA,AOC,NA,assessment,Price Bid Opening Date,NA,30-12-2021 14:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2021_APDCL_23502_1,tender,tender,1,29-09-2022,2021_APDCL_23502_1,APDCL/DDU/NRE/Re/Pkg-10,Off Grid rural electrification works in district of Assam under APDCL/DDU/NRE/Re/Pkg-10,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"10,00,00,000",26-11-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,03-12-2021 12:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_APDCL_22547_1,tender,tender,1,29-09-2022,2021_APDCL_22547_1,APDCL/SOPD/AWC and PS/2021/TSK EC/03,Electrification of Anganwadi Centres and Primary Schools under PKG No. TSK EC/03,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"94,21,879",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,AOC,2,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_APDCL_22502_1,tender,tender,1,29-09-2022,2021_APDCL_22502_1,APDCL/SOPD/AWC and PS/2021/KANCH EC/06,Electrification of Anganwadi Centres and Primary Schools under PKG No. KANCH EC/06,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"96,97,433",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2022_DAASC_24857_2,tender,tender,1,29-09-2022,2022_DAASC_24857_2,A/E/4971/APART/ADO/21-22/30,"Construction of office building of the Agricultural Development Officer including sanitary, water supply and electrification works and supply of furniture at Khudra Sangkara ADO Circle, Nalbari District",Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",25-03-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,12-04-2022 10:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_NHM_22154_9,tender,tender,1,29-09-2022,2021_NHM_22154_9,NHM/C-CW/32050/15/2020-Cons/51,"Repairing Renovation of 210 Nos of Subcentres to upgrade them as Health and Wellness Centre, Pkg No. NHM/HWC/SC/Grp-9, 6 nos of scheme in Chirang District",Works,Open Tender,Item Rate,Civil Works,NA,No,No,"32,65,736",07-12-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,05-08-2021 14:30,NA,National Health Mission,2021-2022
ocds-kjhdrl-2021_PWD_23865_24,tender,tender,1,29-09-2022,2021_PWD_23865_24,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Boko_01 Construction of Road cum Embankment on B/Dyke from Gumi to Nagarbera from ch. 44000.00 m to ch. 49000.00 m under RIDF-XXVII of NABARD for the year 2021-22 under Boko LAC,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"9,79,65,000",29-12-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,7,assessment,Price Bid Opening Date,NA,19-01-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_22136_1,tender,tender,1,29-09-2022,2021_PWD_22136_1,CS/EGTRD/SOPD(G)/2021-22/734,ARIASP-EGTRD-280- Sukleswar Mandir to Rajbhawan,Works,Open Tender,Works,Civil Works,NA,No,No,,07-07-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,13-07-2021 14:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_WPTBC_23189_1,tender,tender,1,29-09-2022,2021_WPTBC_23189_1,SCDCTechBWEG2820212225,"Construction of Brick Boundary Wall with Entrance Gate of Mushalpur Senior Secondary School at Mushalpur,Baksa",Works,Limited,Item Rate,Civil Works,NA,No,No,"76,97,000",21-10-2021 17:20,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,28-10-2021 13:00,NA,Welfare of Plain Tribes and Backward Classes,2021-2022
ocds-kjhdrl-2021_PWD_22975_1,tender,tender,1,29-09-2022,2021_PWD_22975_1,CE/APART/25/2021/8 Gumrah Market,APART/NOCP/MARKETS/C-02 (Gumrah),Works,Open Tender,Lump-sum,Civil Works - Building,NA,No,No,"1,24,95,000",18-09-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,19-10-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_FESA_23176_2,tender,tender,1,29-09-2022,2021_FESA_23176_2,F and ES/PS/271/Pt-IV/383 dated 19.10.2021,Procurement of 5(five) Water Tender Pumps and 5(five) Mini Water Tender Pumps,Works,Open Tender,Works,Composite Works,NA,No,Yes,"4,05,00,000",20-10-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,12-11-2021 15:00,NA,Director- Fire and Emergency Services-Assam,2021-2022
ocds-kjhdrl-2021_PWD_23136_1,tender,tender,1,29-09-2022,2021_PWD_23136_1,CE/DEV/TB/169/2021-22/2,SOPD_G_21_22_21 Construction of road side RCC covered drain in front of Nagaon Medical College at Mokhuli on Nagaon- Lawkhowa Naltoli road (SH-3) (l 1600.00 m) under SOPD-G for the year 2021-22.,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"9,16,62,000",10-08-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,29-10-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_PWD_23865_30,tender,tender,1,29-09-2022,2021_PWD_23865_30,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Jalukbari_05 Construction of Road from Sualkuchi Manasa Mandir to Golden Road (M/B of Sualkuchi From Manasa Mandir to Gandhi Mandap) under RIDF-XXVII of NABARD for the year 2021-22. (from Ch. 0m to 2000.00m),Works,Open Tender,Item Rate,Civil Works,NA,No,No,"3,31,51,100",29-12-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,5,assessment,Price Bid Opening Date,NA,19-01-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_UDD_22223_1,tender,tender,1,29-09-2022,2021_UDD_22223_1,DMA(P)169/2021/10,Empanelment of Statutory Auditor,Services,Open Tender,Empanelment,Miscellaneous Services,NA,No,No,,23-07-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Not Applicable,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,05-08-2021 16:00,NA,Urban Development Department,2021-2022
