ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/milestones/title,tender/milestones/code,tender/milestones/type,tender/milestones/dueDate,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/milestones/type.1,tender/milestones/title.1,tender/milestones/dueDate.1,tender/bidOpening/date,tender/documents/id,buyer/name,fiscal_year
ocds-kjhdrl-2022_BTC_24365_1,tender,tender,1,29-09-2022,2022_BTC_24365_1,ACE-35/TECH/UDL(RB)/IFB/18-19,Infrastructure Development of Elementary and secondary school under BTR at Goria Pather LP School in Udalguri District for the financial year 2021-22_TN_116_2,Works,Open Tender,Works,Civil Works,NA,No,No,"26,79,115",17-02-2022 10:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,28-02-2022 14:00,NA,Bodoland Territorial Council-PWD,2021-2022
ocds-kjhdrl-2021_PWD_23602_1,tender,tender,1,29-09-2022,2021_PWD_23602_1,RIDF-XXVII/Cachar/02 (RT),"RIDF-XXVII/Cachar/02 Construction of balance work of RCC Bridge No.4/1 over river Chiri on Sibpur Lakhipur road including approaches and protection works under RIDF-XXVII of NABARD for the year 2021-22 under PWD, Lakhipur Territorial Road Division",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"6,23,48,000",12-07-2021 13:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,17-12-2021 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_UDD_22985_1,tender,tender,1,29-09-2022,2021_UDD_22985_1,NLMB(A)/6/2020/(1) 18-09-2021,PKG 1 (a) and (b) - Construction of Drain and Footpath - 2 nos works under North Lakhimpur Municipal Board,Works,Open Tender,Works,Civil Works,NA,No,No,"44,87,839",20-09-2021 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Urban Development Department,2021-2022
ocds-kjhdrl-2022_PWD_24341_2,tender,tender,1,29-09-2022,2022_PWD_24341_2,CE/APART/76/2021/10,Construction of Kakoroni to Noloni Road,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,"66,13,000",14-02-2022 16:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,14-03-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_ICD_21896_1,tender,tender,1,29-09-2022,2021_ICD_21896_1,EE-G/700/2017/Pt./1474/3559-64 dtd. 16/6/2021,Construction of RCC office Building G plus 2 for DICC Nalbari,Works,Open Tender,Item Rate,Civil Works,NA,No,No,,17-06-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,12-08-2021 14:30,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2021_DAASC_21947_1,tender,tender,1,29-09-2022,2021_DAASC_21947_1,2021_DAASC_21462_2,Selection of Solution Provider for Implementation and supply of Intelligent Crop Health Diagnosis System in the state of Assam,Services,Open Tender,Item Rate,Information Technology,NA,No,No,,19-06-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,NA,assessment,Price Bid Opening Date,NA,09-07-2021 15:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_BoTC_20130_1,tender,tender,1,29-09-2022,2021_BoTC_20130_1,ET-22/2018-19/13,Construction of RCC Canal (RBMC) from CH. 1190 mtrs to 2050 mts of Gelasuba F.I.S. under SOPD for the year 2018-19 under Tangla Division (Irrigation) Tangla.,Works,Open Tender,Works,Civil Works - Water Works,NA,No,No,"1,74,09,806",01-12-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,25-01-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_SSA_23597_1,tender,tender,1,29-09-2022,2021_SSA_23597_1,SSASTProcSplBag355_2021_7722,TECHNICAL AND COMMERCIAL BIDS FOR SUPPLY SPECIAL BAG,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"1,96,50,000",12-06-2021 17:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,27-12-2021 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_HB_21715_1,tender,tender,1,29-09-2022,2021_HB_21715_1,CJD/2021/1102 Dtd 12-05-2021,Supply of Dietary Articles Under Group A for Central Jail Dibrugarh for the FY 2021-22,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,18-05-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,22-06-2021 14:30,NA,Home B,2021-2022
ocds-kjhdrl-2021_DoWR_23716_1,tender,tender,1,29-09-2022,2021_DoWR_23716_1,DIB/SOPD/BONGALIGAON/2021-22/1,Raising and strengthening of road cum bund on the L/B of river Digboi from 8 no. Bongaligaon to Gariabam,Works,Open Tender,Works,Civil Works,NA,No,No,"6,57,20,344",15-12-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,3,assessment,Price Bid Opening Date,NA,06-01-2022 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_HB_21674_5,tender,tender,1,29-09-2022,2021_HB_21674_5,GDJ.13/2021/748 dtd 10.05.2021,Supply of Dietary Article under Group E For the Financial Year 2021-22 of District Jail Golaghat,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,05-12-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,25-06-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_HB_21652_6,tender,tender,1,29-09-2022,2021_HB_21652_6,DJT/99/2021-22/853 Dtd. 08-05-2021,"Supply of Dietary/ Non Dietary articles for theDistrict Jail Tinsukia and District Jail, Sadiya of Assam during the Financial Year 2021-22 for Group F",Goods,Open Tender,Item Rate,Miscellaneous Goods,NA,No,No,,05-12-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,18-06-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_ID_23392_1,tender,tender,1,29-09-2022,2021_ID_23392_1,DDI_TECH_E Tender_21-22_164_PTI_2,Construction of Dum Dung Barbila E.L.I.S. PC I Mechanical Part under SOPD,Works,Open Tender,Item Rate,Construction Works,NA,No,No,"43,66,634",15-11-2021 17:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,29-11-2021 15:00,NA,Irrigation Department,2021-2022
ocds-kjhdrl-2021_DAASC_23390_3,tender,tender,1,29-09-2022,2021_DAASC_23390_3,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",16-11-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,AOC,7,assessment,Price Bid Opening Date,NA,01-12-2021 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_PWD_23858_11,tender,tender,1,29-09-2022,2021_PWD_23858_11,CE/Commn/30/RIDF-27/2021-22,"Construction of road on B/Dyke from Sonari Gaon to Dizmore, Brahmaputra",Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"30,79,28,000",28-12-2021 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,19-01-2022 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_ICD_23241_3,tender,tender,1,29-09-2022,2021_ICD_23241_3,MB/DNPL/2015/117/Pt-II/57,Group Mediclaim Insurance Policy,Services,Open Tender,Works,Miscellaneous Services,NA,No,No,,27-10-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,60,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,13-11-2021 10:00,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2021_HB_23400_2,tender,tender,1,29-09-2022,2021_HB_23400_2,HRNJ.02/2021/725 Dtd.15/11/2021,"Supply of Group A dietary articles to District Jail,Hamren",Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,17-11-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,25-11-2021 12:00,NA,Home B,2021-2022
ocds-kjhdrl-2021_DoWR_21097_2,tender,tender,1,29-09-2022,2021_DoWR_21097_2,JOR/SOPD/KOHRA/2020-21/1,Construction of Guest House of Water Resources Department at Kohora under SOPD (G) for the year 2020-21,Works,Open Tender,Works,Civil Works,NA,No,No,"1,87,77,699",20-05-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Retender,NA,assessment,Price Bid Opening Date,NA,03-06-2021 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_FCS_23287_1,tender,tender,1,29-09-2022,2021_FCS_23287_1,KSL. 42/2017/47 dated 27-10-2021,Handling and Transport Contractor and Fixation of Rate of food grains i.e. Rice under NFSA 2013 in respect of Kamrup District for the year 2021-22,Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,11-08-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,365,No,Offline,NA,To be Opened,NA,assessment,Price Bid Opening Date,NA,30-11-2021 16:00,NA,Food Civil Supplies and Consumer Affairs Department,2021-2022
ocds-kjhdrl-2021_PWD_23858_10,tender,tender,1,29-09-2022,2021_PWD_23858_10,CE/Commn/30/RIDF-27/2021-22,Construction of road in right bank Brahmaputra Dyke from Amguri (Lutachur) to Sissikalghar,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,"19,24,92,000",28-12-2021 12:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,19-01-2022 11:00,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_DAASC_23390_2,tender,tender,1,29-09-2022,2021_DAASC_23390_2,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/147,Construction of office building of the ADO Officer including sanitary/water supply and electrification works and supply of furniture,Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",16-11-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,01-12-2021 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2022_SCD_24883_1,tender,tender,1,29-09-2022,2022_SCD_24883_1,Tender/NIT/2021-22/6148,"Mitigation of Flash Flood at Krishna Nagar (Hill Side), Chandmari, Guwahati",Works,Open Tender,Item Rate,Civil Works,NA,No,No,"31,94,000",30-03-2022 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,20-04-2022 15:00,NA,Soil Conservation Department,2021-2022
ocds-kjhdrl-2021_DoWR_21097_3,tender,tender,1,29-09-2022,2021_DoWR_21097_3,JOR/SOPD/KOHRA/2020-21/1,Construction of Guest House of Water Resources Department at Kohora under SOPD (G) for the year 2020-21,Works,Open Tender,Works,Civil Works,NA,No,No,"1,87,77,699",06-07-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,15-06-2021 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_BTC_21898_1,tender,tender,1,29-09-2022,2021_BTC_21898_1,ACE-35/TECH/UDL(R and B)/IFB/2018-19/179,TN_05_2_Construction of ICBP road from Tangla Dimakuchi road to No. 3 Amguri village under SOPD for the year 2020-21,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"2,69,29,979",18-06-2021 10:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,29-06-2021 15:00,NA,Bodoland Territorial Council-PWD,2021-2022
ocds-kjhdrl-2021_SWD_23116_1,tender,tender,1,29-09-2022,2021_SWD_23116_1,"No. DSW(ICDS)G/131/2021/3, dt. 04/10/2021","supply of School Bag, Tiffin Box, Water Bottle (Insulated) and ID Card Holder with printed card and hanging mechanism to the children of all ICDS Centres (Anganwadi Centres and Mini Anganwadi Centres) in different ICDS Projects of Assam",Goods,Open Tender,Supply,Miscellaneous Goods,NA,No,No,,10-05-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,240,No,Offline,NA,Financial Evaluation,NA,assessment,Price Bid Opening Date,NA,24-12-2021 11:00,NA,Social Welfare Department,2021-2022
ocds-kjhdrl-2021_HB_21674_4,tender,tender,1,29-09-2022,2021_HB_21674_4,GDJ.13/2021/748 dtd 10.05.2021,Supply of Dietary Article under Group D For the Financial Year 2021-22 of District Jail Golaghat,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,05-12-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,15-06-2021 15:00,NA,Home B,2021-2022
ocds-kjhdrl-2022_PWBNH_24960_1,tender,tender,1,29-09-2022,2022_PWBNH_24960_1,SE(B)/JHT/(C/S)/S-14/5206-12,Infrastructure Development of Post Graduate Training College PGTC Jorhat under The Directorate of SCERT Assam,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"33,12,700",04-02-2022 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,12-04-2022 15:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2022_PNRD_24186_1,tender,tender,1,29-09-2022,2022_PNRD_24186_1,ZPLRURBAN22TENDDFBHP2021/43 dtd 02-02-22,"Construction of cow shed at Bihpuria, Barbali, Pathalipahar",Works,Open Tender,Works,Civil Works,NA,No,No,"44,00,460",02-02-2022 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,4,assessment,Price Bid Opening Date,NA,19-02-2022 10:00,NA,Principal Secretary- P and RD- Assam Secretariat,2021-2022
ocds-kjhdrl-2021_APDCL_22467_1,tender,tender,1,29-09-2022,2021_APDCL_22467_1,APDCL/SOPD/AWC and PS/2021/KANCH EC/02,Electrification of Anganwadi Centres and Primary Schools under PKG No. KANCH EC/02,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"95,95,454",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_ID_23256_1,tender,tender,1,29-09-2022,2021_ID_23256_1,07(PMKSY-HKKP) 2021-22 Date 28.10.2021,Installation of Solar powered Tube Well Schemes under PMKSY_HKKP Access to Ground Water _Ph_I_ Balance Work_ for the year 2019_20,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"1,90,40,000",29-10-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,12-11-2021 15:00,NA,Irrigation Department,2021-2022
ocds-kjhdrl-2022_PWD_24341_3,tender,tender,1,29-09-2022,2022_PWD_24341_3,CE/APART/76/2021/10,Construction of Dogabheta to Garhpara Road,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,"2,28,68,000",14-02-2022 16:45,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,14-03-2022 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2021_APHC_23133_1,tender,tender,1,29-09-2022,2021_APHC_23133_1,APHC/CS/40/2018-19_ MatiaGr6,"Construction of Pre Engineering Building 4 Storied Male Barrack with W.C. Bath including Civil, sanitary and Water Supply works, Site preparation etc. for Detainees of Detention Centre at Matia in Goalpara District. (Balance Work)",Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"1,50,24,942",10-08-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,120,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,26-10-2021 14:30,NA,Assam Police Housing Corporation Ltd,2021-2022
ocds-kjhdrl-2021_GMC_23840_4,tender,tender,1,29-09-2022,2021_GMC_23840_4,GER/DIV-IV/90/2021 DATED 22/12/2021,Improvement of Belortol Road Leading to the Swachhata Kshetra at Pashim Boragaon Part- D,Works,Open Tender,Lump-sum,Civil Works – Roads,NA,No,No,"1,99,92,000",27-12-2021 16:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,19-01-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2022_GMC_24485_149,tender,tender,1,29-09-2022,2022_GMC_24485_149,GER/CE/2008/2021/Part-B/05,Ramdhenu Path byelane-3 Nagarik Path Chandan Nagar Ghoramara near MP Academy,Works,Open Tender,Percentage,Civil Works,NA,No,No,"14,00,000",28-02-2022 13:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_BoTC_23452_1,tender,tender,1,29-09-2022,2021_BoTC_23452_1,DA/BTC/K/e-Tender/2021-22/11,"Fixation of rates for supply of HYV Paddy seeds (Variety-DRR-44) and Agril. inputs for demonstration on stress tolerant varieties under NFSM-Rice, 2020-21",Goods,Open Tender,Supply,Crop Products,NA,No,No,0,20-11-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,AOC,3,assessment,Price Bid Opening Date,NA,03-12-2021 16:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_PWD_20978_3,tender,tender,1,29-09-2022,2021_PWD_20978_3,CE/DEV/TB/93/2020-21/69,"SOPD_G_20_21_73 Construction of road from (1) Rowmoria to Bhogpuria LP School (L-139), (2) Gusai Chuk to Sissapathar Bridge approach Adialengi road (L-046), (3) Bihpuria Narayanpur road at Kawoimari to Lagasugaon (T-02), (4) Jabjup No. 1 to Baruah Ch",Works,Open Tender,Item Rate,Civil Works,NA,No,No,"3,26,76,000",02-05-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,10-02-2021 14:30,NA,Public Works Roads Department,2021-2022
ocds-kjhdrl-2022_DAASC_24054_26,tender,tender,1,29-09-2022,2022_DAASC_24054_26,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/218,"Construction of office building of the ADO including sanitary, water supply and electrification works and supply of furniture at Amri Progeni Orchard, Ulukunchi, Amri ADO cicle, Dist. West Karbi Anglong",Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",18-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-02-2022 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_ICD_21684_1,tender,tender,1,29-09-2022,2021_ICD_21684_1,Elect/166/AMC/Pt-I/2021/22,Comprehensive Maintenance Contract,Works,Open Tender,Works,Electrical Works,NA,No,No,,05-12-2021 13:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,07-06-2021 14:30,NA,Industries and Commerce Department,2021-2022
ocds-kjhdrl-2022_DAASC_24054_32,tender,tender,1,29-09-2022,2022_DAASC_24054_32,AGRI/ENGG/4971/APART/ADO OFFICE/2021-22/218,"Construction of office building of the ADO including sanitary, water supply and electrification works and supply of furniture at Kuwara near GP office, Patarchakuchi ADO circle Dist. Bajali",Works,Open Tender,Works,Civil Works,NA,No,No,"60,00,000",18-01-2022 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,45,No,Not Applicable,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,01-02-2022 11:00,NA,Directorate of Agriculture and Assam Seed Corporation,2021-2022
ocds-kjhdrl-2021_PWBNH_22412_1,tender,tender,1,29-09-2022,2021_PWBNH_22412_1,SMC/36/2021/3 Dated Guwahati the 31st July 2021,Up-gradation of District Library cum Auditorium at Tezpur under CIDF,Works,Open Tender,Item Rate,Civil Works - Building,NA,No,No,"4,69,42,389",08-09-2021 16:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,27-08-2021 16:00,NA,Public Works Building and NH Department,2021-2022
ocds-kjhdrl-2021_SSA_23717_1,tender,tender,1,29-09-2022,2021_SSA_23717_1,SSA_KGBV_Utnsl_370_2021_7945,Supply of Utensils,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,"21,00,000",16-12-2021 14:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,06-01-2022 15:00,NA,Axom Sarba Siksha Abhijan Mission,2021-2022
ocds-kjhdrl-2021_NHM_22185_1,tender,tender,1,29-09-2022,2021_NHM_22185_1,Security Service/3125/2016-17/12354,TENDER FOR HIRING PRIVATE SECURITY SERVICE,Services,Open Tender,Buy,Miscellaneous Services,NA,No,No,,17-07-2021 12:30,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,31-07-2021 15:00,NA,National Health Mission,2021-2022
ocds-kjhdrl-2021_ID_22112_1,tender,tender,1,29-09-2022,2021_ID_22112_1,"4_RIDF-XXVI, NABARD_2021_22 Date_ 02/07/2021",CONSTRUCTION OF SOLAR POWERED MDTW I_S AT MAJULI LAC_5PTS_UNDER RIDF_XXVI_NABARD_ FOR THE YEAR 2020_21 UNDER JORHAT DIVISION_I,Works,Open Tender,Item Rate,Civil Works,NA,No,No,"1,49,10,000",07-05-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Cancelled,NA,assessment,Price Bid Opening Date,NA,24-07-2021 15:00,NA,Irrigation Department,2021-2022
ocds-kjhdrl-2021_BTC_23315_1,tender,tender,1,29-09-2022,2021_BTC_23315_1,29/TECH/MSLPR/IFB/Pt-I/19-20,Construction of Earth filling and Stone fixing for protection at Bargaon village bridge under SOPD for the year 2021-22. (TN_36_3),Works,Open Tender,Item Rate,Civil Works,NA,No,No,"89,57,563",11-08-2021 10:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,16-11-2021 15:00,NA,Bodoland Territorial Council-PWD,2021-2022
ocds-kjhdrl-2021_DoWR_23147_1,tender,tender,1,29-09-2022,2021_DoWR_23147_1,MORIGAON/2021-22/RIDF/II,Construction of retirement for closing of breach gap from Dighaliati to Khatobori from flood inundation of river Brahmaputra (Ph-II from Dighaliati to Ambagan),Works,Open Tender,Works,Civil Works,NA,No,No,"23,84,29,475",10-09-2021 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Retender,NA,assessment,Price Bid Opening Date,NA,01-11-2021 14:00,NA,Department of Water Resources,2021-2022
ocds-kjhdrl-2021_BoTC_21009_1,tender,tender,1,29-09-2022,2021_BoTC_21009_1,TN 159 of 2020-21 - 159/4,"Re-Construction of road by providing SDBC from Ch.0.00m to 3429.00m Dawaguri Jaraguri road under SOPD-G for the year 2019-2020, Gossaigaon LAC",Works,Open Tender,Works,Civil Works – Roads,NA,No,No,"88,62,539",02-06-2021 09:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,4,assessment,Price Bid Opening Date,NA,17-02-2021 15:30,NA,Bodoland Territorial Council,2021-2022
ocds-kjhdrl-2021_HB_22277_1,tender,tender,1,29-09-2022,2021_HB_22277_1,No.DDJ.01/2021/478 Dated.26/07/21,Supply for Dietary articles Group-A,Goods,Open Tender,Supply,Supply of Materials,NA,No,No,,29-07-2021 13:05,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,255,No,Online,NA,AOC,1,assessment,Price Bid Opening Date,NA,10-08-2021 14:30,NA,Home B,2021-2022
ocds-kjhdrl-2021_APDCL_22587_1,tender,tender,1,29-09-2022,2021_APDCL_22587_1,APDCL/SOPD/AWC and PS/2021/LKP EC/18,Electrification of Anganwadi Centres and Primary Schools under PKG No. LKP EC/18,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"82,14,760",25-08-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Both(Online/Offline),NA,AOC,1,assessment,Price Bid Opening Date,NA,01-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2021_APDCL_22915_1,tender,tender,1,29-09-2022,2021_APDCL_22915_1,APDCL/DDU-New/21/01/W-KARBI10,Rural Electrification (VEI) Works under Pkg. W-KARBI/DDUGJY-NEW/PKG-10,Works,Open Tender,Turn-key,Electrical Works,NA,No,No,"9,49,08,372",09-11-2021 15:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Online,NA,Technical Evaluation,NA,assessment,Price Bid Opening Date,NA,26-10-2021 11:00,NA,Assam Power Distribution Company Ltd,2021-2022
ocds-kjhdrl-2022_GMC_24485_57,tender,tender,1,29-09-2022,2022_GMC_24485_57,GER/CE/2008/2021/Part-B/05,"Improvement of Lachitgarh Bye lane near Brinda Hotel, W/No. 6",Works,Open Tender,Percentage,Civil Works,NA,No,No,"16,00,000",25-02-2022 18:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,90,No,Offline,NA,Financial Bid Opening,NA,assessment,Price Bid Opening Date,NA,07-03-2022 14:00,NA,Guwahati Municipal Corporation,2021-2022
ocds-kjhdrl-2021_PWD_21102_7,tender,tender,1,29-09-2022,2021_PWD_21102_7,TRC/TB/SOPD(ODS)/08/BBBDG/2020,Construction of Road in Diring Division of Dhuli Tea Estate Labour Line Link Road...,Works,Open Tender,Item Rate,Civil Works – Roads,NA,No,No,,02-10-2021 11:00,Price Bid Opening Date,PreBid Meeting Date,assessment,NA,180,No,Offline,NA,AOC,1,assessment,Price Bid Opening Date,NA,18-02-2021 11:00,NA,Public Works Roads Department,2021-2022
